ASN,CC,IP,numberOfIPs,abusePercent
29632,GI,3,116125,2.583423035522067e-05
29648,RU,3,40035,7.493443237167478e-05
29649,PL,3,52020,5.7670126874279124e-05
29657,HU,1,1785,0.0005602240896358543
29667,BG,1,12495,8.003201280512204e-05
29670,DE,1,6375,0.00015686274509803922
29671,DE,3,12240,0.00024509803921568627
29676,GB,1,37740,2.649708532061473e-05
29686,DE,2,35955,5.562508691419829e-05
29687,BG,5,23460,0.00021312872975277067
29688,UA,1,4590,0.00021786492374727668
29691,CH,7,27795,0.00025184385680877857
29693,UA,1,510,0.0019607843137254897
29695,NO,40,1015665,3.938306429777535e-05
29713,US,2,4080,0.0004901960784313724
29736,US,1,6885,0.00014524328249818444
29789,US,2,35445,5.6425447876992515e-05
29791,US,16,129795,0.0001232713124542548
29802,US,37,110034,0.0003362597015467946
29804,US,1,9180,0.00010893246187363834
29831,US,1,4080,0.00024509803921568627
29838,US,1,39780,2.5138260432378078e-05
29843,US,2,6120,0.000326797385620915
29844,US,1,5100,0.000196078431372549
29854,US,12,84150,0.00014260249554367202
29863,US,2,85425,2.341235001463272e-05
29866,US,1,36720,2.7233115468409585e-05
29869,US,1,255,0.0039215686274509795
29873,US,15,97155,0.00015439246564767642
29893,US,3,1020,0.0029411764705882357
29933,US,2,67575,2.959674435812061e-05
29968,US,1,87465,1.1433144686446005e-05
29975,ZA,1,2042805,4.895229843279217e-07
29979,US,1,13005,7.689350249903884e-05
29990,US,21,32640,0.0006433823529411765
3,US,18,7639633,2.356134123196756e-06
30028,CA,1,19125,5.22875816993464e-05
30029,US,1,33660,2.9708853238265002e-05
30036,US,55,1440750,3.817456186014229e-05
30041,US,1,15045,6.646726487205052e-05
30055,US,1,8160,0.00012254901960784314
30059,US,1,10455,9.564801530368244e-05
30072,US,1,5610,0.00017825311942958999
30083,US,40,55590,0.0007195538765965103
30115,US,1,510,0.0019607843137254897
30132,Unknown,1,255,0.0039215686274509795
30148,US,1,3570,0.00028011204481792715
30152,US,1,12240,8.169934640522875e-05
30164,US,1,18615,5.372011818426001e-05
30165,US,1,12750,7.843137254901961e-05
30170,US,1,12240,8.169934640522875e-05
30176,CA,1,9435,0.00010598834128245892
30211,US,1,2295,0.00043572984749455336
30217,US,1,1020,0.0009803921568627449
30221,US,2,15810,0.0001265022137887413
30235,US,1,1020,0.0009803921568627449
30236,CA,1,61455,1.6272068993572533e-05
30325,US,4,22185,0.0001803020058598152
30340,US,1,20400,4.901960784313725e-05
30372,US,1,7905,0.0001265022137887413
30415,US,1,11985,8.343763037129746e-05
3043,US,1,11730,8.525149190110827e-05
30432,US,2,25755,7.765482430596001e-05
30436,US,2,5355,0.00037348272642390287
30447,US,3,42840,7.002801120448179e-05
30449,US,1,200430,4.9892730629147335e-06
30466,CA,5,42840,0.00011671335200746966
30475,US,5,62985,7.938398031277289e-05
30481,US,2,4080,0.0004901960784313724
30496,US,5,93840,5.328218243819267e-05
30513,US,3,4590,0.00065359477124183
30517,US,1,28305,3.532944709415297e-05
30526,PR,2,9945,0.00020110608345902463
30549,CA,2,7140,0.00028011204481792715
30600,US,8,51765,0.00015454457645127016
30619,MZ,3,30855,9.722897423432181e-05
30633,US,3621,115515,0.03134657836644592
3064,US,5,288660,1.732141619898843e-05
30676,US,2,8670,0.0002306805074971165
30689,JM,21,177735,0.00011815343066925478
30722,IT,210,4410733,4.761113402239492e-05
30729,RU,1,5100,0.000196078431372549
30736,DK,9,16320,0.0005514705882352941
30740,GB,1,66300,1.5082956259426846e-05
30745,RU,1,18360,5.446623093681917e-05
30764,CZ,10,220320,4.538852578068264e-05
30778,PL,1,2805,0.00035650623885917997
30779,UA,10,17850,0.0005602240896358543
30781,FR,4,62730,6.376534353578829e-05
30782,PL,2,3570,0.0005602240896358543
30784,RU,4,23970,0.00016687526074259492
30798,FI,4,36975,0.00010818120351588912
30813,PL,1,2040,0.0004901960784313724
30822,UA,7,34680,0.00020184544405997692
30823,DE,6,17085,0.0003511852502194908
30833,RU,1,10200,9.80392156862745e-05
30836,HU,13,18105,0.0007180336923501794
30838,PL,2,29580,6.76132521974307e-05
30844,GB,28,166260,0.0001684109226512691
30848,IT,13,73440,0.0001770152505446623
30851,PL,1,54570,1.832508704416346e-05
30852,RU,1,5100,0.000196078431372549
30855,RU,3,13515,0.00022197558268590453
30857,SA,2,2581,0.0007748934521503294
30860,UA,27,6885,0.0039215686274509795
30868,RU,5,69360,7.20876585928489e-05
30870,NL,1,14471,6.910372469076083e-05
30873,YE,24,166260,0.0001443522194153735
30877,CZ,2,5100,0.000392156862745098
30881,RU,1,38760,2.5799793601651183e-05
30886,UA,2,14025,0.00014260249554367202
30890,RO,1,12750,7.843137254901961e-05
30900,IE,3,5355,0.0005602240896358543
30922,RU,3,44880,6.684491978609626e-05
30937,ES,1,1785,0.0005602240896358543
30938,GB,10710,13770,0.7777777777777778
30943,GB,2,2295,0.0008714596949891067
30954,UA,1,1530,0.00065359477124183
30960,RU,1,5610,0.00017825311942958999
30962,DE,7,28050,0.00024955436720142603
30968,RU,11,18835,0.0005840191133528006
30969,GB,9,74715,0.00012045773940975708
30975,PL,1,24480,4.0849673202614376e-05
30982,TG,3,8160,0.0003676470588235294
30983,MA,5,16320,0.00030637254901960784
30985,ML,7,50490,0.00013864131511190334
30986,GH,9,693855,1.2971009793112393e-05
30987,ER,3,4080,0.0007352941176470588
30988,NG,2,11985,0.00016687526074259492
30990,DJ,3,59670,5.0276520864756156e-05
30992,CM,3,83385,3.5977693829825514e-05
30993,EG,1,6630,0.00015082956259426848
30998,NG,3,14280,0.00021008403361344542
30999,MU,3,276420,1.085304970696766e-05
31000,UA,2,3060,0.00065359477124183
31012,HR,1,160650,6.224712107065049e-06
31027,DK,5,232560,2.149982800137599e-05
31028,RU,1,16320,6.127450980392157e-05
31029,BG,2,14025,0.00014260249554367202
31034,IT,200,283815,0.0007046843894790621
31036,RU,10,83640,0.00011956001912960308
31037,LB,1,2040,0.0004901960784313724
31042,RS,45,513060,8.770903987837679e-05
31059,RU,1,8160,0.00012254901960784314
31065,EG,2,4335,0.000461361014994233
31076,IT,1,8160,0.00012254901960784314
31078,DE,3,7140,0.00042016806722689084
31083,BG,27,17850,0.001512605042016807
31102,RO,3,7140,0.00042016806722689084
31103,DE,36,43095,0.0008353637312913331
31115,IT,4,27540,0.00014524328249818444
31117,SK,9,56610,0.0001589825119236884
31122,IE,6,165240,3.6310820624546116e-05
31124,CH,2,5355,0.00037348272642390287
31126,LB,11,74715,0.00014722612594525865
31127,SK,1,21420,4.668534080298786e-05
31133,RU,35,83640,0.00041846006695361073
31143,BY,7,6373,0.00109838380668445
31145,UA,2,255,0.007843137254901959
31148,UA,35,169320,0.0002067091896999764
31163,RU,20,52275,0.00038259206121472986
31169,NO,1,14280,7.002801120448179e-05
31173,UA,1,510,0.0019607843137254897
31195,RU,10,23970,0.00041718815185648727
31200,RU,42,564060,7.446016381236041e-05
31203,UZ,14,13260,0.0010558069381598793
31204,MD,2,40035,4.9956288247783194e-05
31205,RU,5,16575,0.00030165912518853697
31208,RU,6,12240,0.0004901960784313724
31213,RU,6,72930,8.227067050596463e-05
31214,RU,11,58140,0.00018919848641210868
31222,IT,1,19380,5.1599587203302365e-05
31224,RU,5,12495,0.0004001600640256103
31229,PL,4,24480,0.0001633986928104575
31234,UA,3,2040,0.0014705882352941176
31240,RU,2,6120,0.000326797385620915
31242,PL,11,68733,0.00016003957342179158
31246,CZ,3,67320,4.4563279857397496e-05
31250,BG,5,19635,0.00025464731347084286
31252,MD,71,167790,0.00042314798259729424
31257,RU,11,42075,0.00026143790849673205
31261,RU,3,28305,0.00010598834128245892
31263,IT,2,52530,3.807348181991243e-05
31272,UA,27,62220,0.00043394406943105115
31273,GB,1,9435,0.00010598834128245892
31275,RU,2,8160,0.00024509803921568627
31277,RU,2,1785,0.0011204481792717086
31286,RU,1,20910,4.782400765184122e-05
31287,BG,8,24735,0.00032342834040832827
31293,BG,1,1785,0.0005602240896358543
31297,HU,1,5100,0.000196078431372549
3130,US,1,65535,1.5259021896696422e-05
31304,PL,1,21420,4.668534080298786e-05
31305,UA,3,1275,0.002352941176470588
31313,RO,3,15810,0.00018975332068311195
3132,PE,5,77520,6.449948400412795e-05
31323,RU,2,27540,7.262164124909222e-05
31331,SE,1,14280,7.002801120448179e-05
31333,DE,4,14280,0.00028011204481792715
31334,DE,201,1943100,0.0001034429519839432
31343,UA,8,155550,5.143040822886532e-05
31345,GB,1,1020,0.0009803921568627449
31349,CZ,1,5100,0.000196078431372549
31350,UA,1,1020,0.0009803921568627449
31357,RU,7,18360,0.0003812636165577342
31362,RO,1,8925,0.00011204481792717087
31364,RU,3,32385,9.263547938860583e-05
31370,RU,2,9435,0.00021197668256491787
31376,RU,2,27042,7.395902669920864e-05
31388,UA,1,1275,0.000784313725490196
31390,LB,4,1020,0.0039215686274509795
31391,IL,2,3060,0.00065359477124183
31394,AT,1,3060,0.000326797385620915
31400,DE,304,172635,0.0017609407130651374
31404,GB,3,3060,0.0009803921568627449
31408,PS,4,10710,0.00037348272642390287
3141,MX,2,65280,3.0637254901960784e-05
31415,RU,1,3060,0.000326797385620915
31423,PL,8,31110,0.00025715204114432663
31430,RU,6,34680,0.00017301038062283736
31444,RU,1,7395,0.0001352265043948614
31463,GB,2,30855,6.481931615621455e-05
31477,NL,5,41565,0.00012029351617947793
31483,RU,1,6630,0.00015082956259426848
31492,UZ,3,9180,0.000326797385620915
31499,RU,3,23970,0.0001251564455569462
31510,AT,3,7540,0.0003978779840848806
31514,RU,17,138975,0.00012232415902140674
31519,LV,1,3825,0.00026143790849673205
31529,DE,10,1020,0.00980392156862745
31543,AT,6,21420,0.00028011204481792715
31549,IR,6332,1208955,0.005237581216836028
31556,UA,3,6885,0.00043572984749455336
31566,RU,3,5865,0.0005115089514066496
31577,ES,1,9945,0.00010055304172951231
31588,RU,2,6630,0.00030165912518853697
31593,UA,1,4335,0.0002306805074971165
31595,GB,2,9690,0.0002063983488132095
31608,PL,2,23998,8.33402783565297e-05
31611,IT,1,6120,0.0001633986928104575
31615,NL,2,1158720,1.726042529687931e-06
31619,EG,1,8415,0.00011883541295306001
31624,NL,267,4335,0.0615916955017301
31638,IT,3,44370,6.76132521974307e-05
3164,RO,1,4335,0.0002306805074971165
31641,GB,1,10200,9.80392156862745e-05
31642,SE,1,17595,5.683432793407218e-05
31653,ES,1,4080,0.00024509803921568627
31655,GB,16,362355,4.415559327179148e-05
31673,NL,2,16065,0.00012449424214130097
31679,SK,1,16320,6.127450980392157e-05
3168,RU,1,2805,0.00035650623885917997
31689,TR,2,4335,0.000461361014994233
31695,RU,1,4080,0.00024509803921568627
31708,GB,4,55845,7.162682424568e-05
31716,RS,1,3060,0.000326797385620915
31724,RU,6,13260,0.00045248868778280556
31725,UA,4,12750,0.00031372549019607844
31727,GB,5,56865,8.792754770069463e-05
31736,CH,3,17850,0.00016806722689075633
3175,RU,257,10710,0.02399626517273576
3177,EU,1,1275,0.000784313725490196
31775,US,2,3825,0.0005228758169934642
3178,IQ,2,3060,0.00065359477124183
31790,CA,1,765,0.00130718954248366
31791,US,1,32640,3.0637254901960784e-05
31797,US,2,19890,0.00010055304172951231
31798,CA,45,48450,0.0009287925696594428
31815,US,21,106080,0.00019796380090497738
31841,US,2,25245,7.922360863537334e-05
31849,US,1,6885,0.00014524328249818444
31851,CA,1,5100,0.000196078431372549
31856,ZW,1,11220,8.912655971479499e-05
31863,US,28,43095,0.0006497273465599257
31877,US,3,23460,0.0001278772378516624
3188,TR,1,3315,0.00030165912518853697
31893,US,1,8670,0.00011534025374855825
31898,US,72,926160,7.774034724021767e-05
31939,US,1,91035,1.0984786071291264e-05
31960,MZ,11,2040,0.005392156862745098
31983,CA,2,65280,3.0637254901960784e-05
32,US,18,326400,5.514705882352941e-05
32020,BM,3,9180,0.000326797385620915
3203,RU,1,3060,0.000326797385620915
32034,US,1,20145,4.9640109208240255e-05
32035,US,1,51510,1.941370607649e-05
32040,US,1,12240,8.169934640522875e-05
3208,DZ,13,16320,0.0007965686274509804
32083,US,2,16320,0.00012254901960784314
3209,DE,159,8365692,1.900619817224923e-05
32097,US,41,88230,0.000464694548339567
32098,US,10,170817,5.854218256965056e-05
32100,CA,2,11730,0.00017050298380221653
3212,SI,7,220830,3.16985916768555e-05
3215,FR,628,19980015,3.1431407834278404e-05
32157,CA,1,5355,0.00018674136321195143
3216,RU,108,749556,0.00014408529849671006
32160,US,1,8160,0.00012254901960784314
3217,RU,1,8925,0.00011204481792717087
32181,US,193,149685,0.0012893743528075625
3219,HU,1,65535,1.5259021896696422e-05
32208,US,1,1530,0.00065359477124183
3221,EE,2,65025,3.0757400999615536e-05
32212,US,1,6885,0.00014524328249818444
3223,GB,35,73695,0.00047493045661171045
32244,US,114,244545,0.0004661718702079372
3225,KW,5,68595,7.289161017566877e-05
3226,RU,9,61200,0.00014705882352941178
32264,US,1,4845,0.0002063983488132095
32277,CA,1,55080,1.8155410312273055e-05
32307,US,2,2040,0.0009803921568627449
32329,US,6,20655,0.0002904865649963689
3233,RO,4,55590,7.195538765965101e-05
32338,AI,1,5100,0.000196078431372549
32354,US,2,15045,0.00013293452974410104
32363,US,1,4335,0.0002306805074971165
32374,US,1,1785,0.0005602240896358543
3238,FI,4,40800,9.80392156862745e-05
32413,US,1,5355,0.00018674136321195143
3242,IT,6,104550,5.738880918220947e-05
32421,US,1,7650,0.00013071895424836605
3243,PT,68,1763580,3.8557933294775396e-05
32437,ZA,1,5865,0.00017050298380221653
32444,US,1,15810,6.325110689437066e-05
32448,US,3,96645,3.104144032283098e-05
3245,BG,8,48960,0.0001633986928104575
32458,US,4,6885,0.0005809731299927379
3246,SE,8,830790,9.629388894907256e-06
32475,US,151,330735,0.00045655887644186437
32489,CA,8,21420,0.00037348272642390287
3249,EE,20,593895,3.367598649592942e-05
32491,CA,1,42840,2.334267040149393e-05
32508,US,1,5865,0.00017050298380221653
3253,RU,3,107865,2.781254345709915e-05
3254,UA,12,24990,0.0004801920768307323
32545,CA,1,255,0.0039215686274509795
3255,UA,46,82100,0.0005602923264311816
3257,DE,4107,1211760,0.0033892850069320657
32592,US,9,101424,8.873639375295789e-05
32597,US,1,1020,0.0009803921568627449
3261,UA,1,15045,6.646726487205052e-05
32613,CA,37,260865,0.00014183581546010392
32614,US,3,8415,0.00035650623885917997
32619,US,1,2295,0.00043572984749455336
3262,ES,4,73950,5.409060175794456e-05
3263,IR,3,1020,0.0029411764705882357
32634,US,1,6120,0.0001633986928104575
3265,NL,88,949581,9.267245237636388e-05
32653,ZA,1,37294,2.681396471282244e-05
3267,RU,2,176008,1.1363119858188264e-05
3268,CY,5,18360,0.0002723311546840959
3269,IT,798,17376239,4.5924782687438864e-05
32708,US,3,159120,1.885369532428356e-05
32709,US,1,20400,4.901960784313725e-05
32710,CA,1,10965,9.119927040583675e-05
32717,AO,1,3060,0.000326797385620915
32743,US,1,16065,6.224712107065048e-05
32748,US,33,126990,0.00025986298133711316
327687,UG,6,51000,0.00011764705882352942
327692,UG,14,12240,0.0011437908496732027
327693,ZA,1,6375,0.00015686274509803922
327700,MZ,6,65280,9.191176470588237e-05
327705,NG,2,8160,0.00024509803921568627
327706,TZ,1,1020,0.0009803921568627449
327707,RW,2,16320,0.00012254901960784314
327712,DZ,14,65535,0.0002136263065537499
327714,TZ,2,1020,0.0019607843137254897
327715,ZA,1,2040,0.0004901960784313724
327717,UG,1,3060,0.000326797385620915
327719,GM,1,510,0.0019607843137254897
327724,UG,3,8160,0.0003676470588235294
327728,TZ,1,765,0.00130718954248366
327729,NG,1,255,0.0039215686274509795
32773,CA,1,3060,0.000326797385620915
327732,SO,1,510,0.0019607843137254897
327764,SO,4,255,0.015686274509803918
327771,TZ,1,4080,0.00024509803921568627
327781,ZA,1,8160,0.00012254901960784314
327782,ZA,4,25500,0.00015686274509803922
327795,TZ,8,6630,0.001206636500754148
327798,BI,1,8160,0.00012254901960784314
32780,US,19,21930,0.0008663930688554491
327802,TD,1,2040,0.0004901960784313724
327804,ZA,1,12240,8.169934640522875e-05
327808,ZA,2,5100,0.000392156862745098
327812,ZA,1,1020,0.0009803921568627449
327813,ZA,4,24990,0.0001600640256102441
327814,GH,1,201960,4.951475539710834e-06
327820,CM,3,5100,0.000588235294117647
327823,NG,1,1020,0.0009803921568627449
327828,SO,2,1020,0.0019607843137254897
327830,BW,1,3060,0.000326797385620915
327858,ZA,1,1020,0.0009803921568627449
327861,SC,1,1275,0.000784313725490196
327862,CV,2,2040,0.0009803921568627449
32787,US,1,63995,1.562622079849988e-05
327879,CD,1,1020,0.0009803921568627449
327885,TZ,2,17340,0.00011534025374855825
327892,ZA,1,2040,0.0004901960784313724
3279,UA,1,255,0.0039215686274509795
327901,ZA,5,27540,0.00018155410312273057
327903,SL,2,1530,0.00130718954248366
327906,KE,1,1020,0.0009803921568627449
327907,ZA,1,5610,0.00017825311942958999
327922,ZA,2,1020,0.0019607843137254897
327932,AO,1,1020,0.0009803921568627449
327933,CD,2,1020,0.0019607843137254897
327936,ZA,1,8160,0.00012254901960784314
327941,MW,1,6120,0.0001633986928104575
327947,GH,2,16320,0.00012254901960784314
327952,NG,1,65535,1.5259021896696422e-05
327975,TD,2,2040,0.0009803921568627449
327979,ZA,4,6120,0.00065359477124183
32798,US,2,11475,0.00017429193899782134
327984,ZA,1,12240,8.169934640522875e-05
327987,ZA,1,3060,0.000326797385620915
327990,SL,2,1020,0.0019607843137254897
327996,ZA,1,8415,0.00011883541295306001
327997,KE,1,1020,0.0009803921568627449
327999,ZA,2,14280,0.00014005602240896358
328009,ZA,1,1020,0.0009803921568627449
328013,ZA,2,17850,0.00011204481792717087
328014,RW,1,255,0.0039215686274509795
328020,ZA,1,1020,0.0009803921568627449
328021,TZ,1,1020,0.0009803921568627449
328025,CI,1,1020,0.0009803921568627449
328035,NG,1,1530,0.00065359477124183
328037,ZA,1,1020,0.0009803921568627449
328038,ZA,1,3060,0.000326797385620915
328051,ZA,1,1020,0.0009803921568627449
32806,US,2,22695,8.812513769552766e-05
328064,ZA,1,1020,0.0009803921568627449
32808,US,2,19380,0.00010319917440660473
328088,ZW,1,1275,0.000784313725490196
328098,BJ,2,1020,0.0019607843137254897
328110,NG,1,1020,0.0009803921568627449
328121,CI,1,255,0.0039215686274509795
328125,ZA,1,2040,0.0004901960784313724
328130,ZA,1,8160,0.00012254901960784314
328136,LR,2,4080,0.0004901960784313724
328144,SZ,2,1020,0.0019607843137254897
328164,ZA,1,1020,0.0009803921568627449
328175,NG,1,255,0.0039215686274509795
328178,ZA,1,4080,0.00024509803921568627
328188,NG,1,8160,0.00012254901960784314
328229,ZA,1,5100,0.000196078431372549
328239,ZA,1,6120,0.0001633986928104575
328244,GN,1,2040,0.0004901960784313724
328251,ZA,1,2040,0.0004901960784313724
328284,ML,1,255,0.0039215686274509795
328289,SL,2,510,0.0039215686274509795
328364,ZA,1,1020,0.0009803921568627449
328399,ZA,1,2040,0.0004901960784313724
328400,ZA,1,1020,0.0009803921568627449
32860,TZ,2,8160,0.00024509803921568627
32869,US,1,16065,6.224712107065048e-05
32875,US,5,19470,0.00025680534155110427
32881,CA,1,3825,0.00026143790849673205
32915,US,1,3060,0.000326797385620915
3292,DK,47,6856695,6.8546143586669675e-06
32931,US,1,13260,7.541478129713424e-05
32934,US,65,132753,0.0004896311194473948
3295,FR,1,2040,0.0004901960784313724
32953,US,2,42585,4.696489374192791e-05
32987,US,1020,1020,1.0
3301,SE,184,6923505,2.6576134486795345e-05
3302,IT,1,159120,6.2845651080945196e-06
33028,CA,2,3825,0.0005228758169934642
3303,CH,62,3447345,1.7984855011610384e-05
33055,US,1,19890,5.0276520864756156e-05
33067,US,1,8670,0.00011534025374855825
33070,US,15,691891,2.1679715446508193e-05
3308,DK,6,269790,2.2239519626376072e-05
33083,US,1,10455,9.564801530368244e-05
3313,IT,1,181050,5.523336095001381e-06
33130,CA,2,17595,0.00011366865586814436
33132,US,3,171360,1.7507002801120447e-05
33139,CA,2,8670,0.0002306805074971165
33154,US,3,26520,0.00011312217194570136
33182,US,37,110160,0.0003358750907770516
3320,DE,633,33966255,1.8636143431178975e-05
33218,US,1,3060,0.000326797385620915
3323,GR,1,65280,1.5318627450980392e-05
33230,CA,1,5100,0.000196078431372549
33234,US,1,11220,8.912655971479499e-05
3326,UA,31,155040,0.00019994840041279667
33260,US,1,26520,3.770739064856712e-05
3327,EE,5,67300,7.429420505200595e-05
3329,GR,222,753780,0.00029451564116851067
33302,US,2,20400,9.80392156862745e-05
33313,US,1,7650,0.00013071895424836605
33322,US,1,12240,8.169934640522875e-05
